HSP ID,help,Gender,Gender_Other,Age,Culture,Culture_Other,First_Lanuage,First_Lanuage_O,First_Lanuage_2,English_Years,English_Fluent,Nationality,Years_Canada,Old_Move_Canada,Religion,Religion_Other,Handedness,Political,Year_School,E.Kim.1,E.Kim.2,E.Kim.3,E.Kim.4,E.Kim.5,E.Kim.6,E.Kim.7,E.Kim.8,E.Kim.9,E.Kim.10,E.Kim.11,E.Kim.12,E.Kim.13,E.Kim.14,E.Kim.15,E.Kim.16,E.Kim.17,E.Kim.18,E.Kim.19,E.Kim.20,E.Kim.21
95591124,Yes,Woman,[Decline to Answer],17,European,[Decline to Answer],Other,Ukrainian,[Decline to Answer],12,6,Ukrainian,1,17,Nonreligious,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Slightly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree
21890425,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],South East Asian,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer]
70270710,Yes,Woman,[Decline to Answer],19,South East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,British,1,18,Hindu,[Decline to Answer],Mostly right handed,Strongly liberal,2nd,Slightly disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,[Decline to Answer],Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Agree,Slightly agree,Agree,Slightly agree,Slightly agree,Agree
46221002,Yes,Woman,[Decline to Answer],18,African,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Ugandan,[Decline to Answer],18,Christian,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Slightly agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Agree
85081229,Yes,Man,[Decline to Answer],20,East Asian,[Decline to Answer],Other,A type of southern Chinese dialect,[Decline to Answer],10,7. Completely fluent,[Decline to Answer],3,14,Agnostic,[Decline to Answer],Mostly right handed,Moderately conservative,2nd,Strongly disagree,Disagree,Disagree,Agree,Disagree,Agree,Slightly disagree,Agree,Slightly agree,Agree,Strongly disagree,Strongly disagree,Slightly disagree,Agree,Disagree,Slightly disagree,Agree,Agree,Disagree,Strongly agree,Strongly agree
90290212,[Decline to Answer],Woman,[Decline to Answer],18,South East Asian,[Decline to Answer],Cantonese,[Decline to Answer],[Decline to Answer],17,7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,Neutral/moderate,1st,Slightly agree,Slightly disagree,Agree,Strongly disagree,Slightly disagree,Disagree,Strongly disagree,Slightly disagree,Strongly disagree,Slightly agree,Disagree,Slightly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Slightly agree,Slightly agree,Slightly disagree,Agree
60631115,Yes,Man,[Decline to Answer],18,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,[Decline to Answer],2nd,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
17770708,Yes,Man,[Decline to Answer],18,Other,Canadian,English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],[Decline to Answer],Nonreligious,[Decline to Answer],Mostly left handed,Slightly conservative,1st,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Slightly agree,Agree,Strongly agree
24421015,Yes,Man,[Decline to Answer],18,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Atheist,[Decline to Answer],Mostly right handed,Strongly liberal,2nd,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree
Hey 43030413,Yes,Man,[Decline to Answer],22,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,20+,Not applicable--I was born in Canada,[Decline to Answer],[Decline to Answer],Mostly right handed,Moderately conservative,2nd,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Slightly agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
56320914,I don't know,Man,[Decline to Answer],19,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,American,1,18,Agnostic,[Decline to Answer],Mostly right handed,Strongly liberal,1st,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Slightly agree,Slightly agree,Neither agree nor disagree,Disagree,Slightly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree
yhjiang,Yes,Woman,[Decline to Answer],18,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],8,6,China,[Decline to Answer],[Decline to Answer],Nonreligious,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Agree,Agree,Slightly agree,Agree,[Decline to Answer],Agree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Disagree,Slightly disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree
32630126,Yes,Woman,[Decline to Answer],19,South Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Indian,1,[Decline to Answer],Sikh,[Decline to Answer],Mostly left handed,Moderately liberal,2nd,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
82800904,Yes,Woman,[Decline to Answer],20,South Asian,[Decline to Answer],Both English and another language,[Decline to Answer],"Hindi, Gujarati",[Decline to Answer],7. Completely fluent,Indian,1,19,Agnostic,[Decline to Answer],Mostly right handed,Moderately liberal,2nd,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Agree,Slightly agree,Slightly disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
11660714,Yes,Woman,[Decline to Answer],18,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian/American,12,6,Nonreligious,[Decline to Answer],Mostly right handed,Strongly liberal,1st,Disagree,Slightly disagree,Slightly disagree,Disagree,Slightly disagree,Disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Disagree,Slightly disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Slightly agree,Slightly disagree,Neither agree nor disagree,Agree
46620404,Yes,Woman,NA,19,South Asian,NA,Both English and another language,NA,Hindi,NA,7. Completely fluent,Indian,1,18,Hindu,NA,Mostly right handed,Moderately liberal,2nd,Slightly agree,Slightly agree,Slightly agree,Agree,Agree,Agree,Slightly agree,Agree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Agree,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree
96620713,Yes,Woman,[Decline to Answer],18,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Chinese,[Decline to Answer],Not applicable--I was born in Canada,Atheist,[Decline to Answer],Mostly right handed,Neutral/moderate,1st,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
98461115,Yes,Woman,n/a,19,East Asian,n/a,English,n/a,n/a,n/a,7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Nonreligious,n/a,Mostly right handed,Moderately liberal,3rd,Agree,Agree,Agree,Agree,Agree,Agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Agree,Agree,Agree,Strongly agree,Agree
37990323,Yes,Woman,0,31,East Asian,0,Mandarin,0,0,14,4,Taiwanese Canadian,14,4,Buddhist,0,Mostly right handed,Neutral/moderate,4th,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Agree
12231005,Yes,Woman,[Decline to Answer],18,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],5 years,6,Taiwanese,4,14,Atheist,[Decline to Answer],Mostly right handed,Slightly liberal,1st,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,Slightly agree,Agree,Agree,Agree,Agree
11201019,No,Woman,[Decline to Answer],19,East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Japanese,[Decline to Answer],7. Completely fluent,Japanese,3,17,[Decline to Answer],[Decline to Answer],Mostly right handed,Moderately liberal,4th,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Slightly agree
94180916,I don't know,Woman,[Decline to Answer],18,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Korean,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly left handed,[Decline to Answer],1st,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree
96901119,Yes,Woman,[Decline to Answer],20,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],5,4,Chinese,2,19,Nonreligious,[Decline to Answer],Mostly right handed,Neutral/moderate,2nd,Slightly disagree,Slightly disagree,Disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree
64020731,I don't know,Man,[Decline to Answer],18,Middle Eastern,[Decline to Answer],Other,TURKISH,[Decline to Answer],10,6,Turkey,1,[Decline to Answer],Nonreligious,[Decline to Answer],Mostly right handed,Neutral/moderate,1st,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Strongly agree,Agree,Slightly agree,Slightly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,Slightly agree
15220922,[Decline to Answer],Woman,[Decline to Answer],18,South Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,British,2,15,Nonreligious,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Neither agree nor disagree,Slightly agree,Agree,Agree,Agree,Strongly agree,Agree,Slightly agree,Slightly disagree,Slightly agree,Neither agree nor disagree,Slightly disagree,Disagree,Disagree,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Strongly agree
30510517,Yes,Woman,[Decline to Answer],[Decline to Answer],South East Asian,[Decline to Answer],Other,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,[Decline to Answer],[Decline to Answer],[Decline to Answer],Christian,[Decline to Answer],Mostly right handed,Neutral/moderate,3rd,Agree,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Slightly agree,Agree,Slightly agree,Agree,Slightly agree,Agree,Agree
97080603,Yes,Woman,[Decline to Answer],18,South Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,East Indian,[Decline to Answer],Not applicable--I was born in Canada,Sikh,[Decline to Answer],Mostly right handed,Slightly conservative,1st,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Agree,Slightly agree,Strongly agree
69730425,Yes,Woman,[Decline to Answer],18,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],11,7. Completely fluent,Chinese,11,7,Agnostic,[Decline to Answer],Mostly right handed,Neutral/moderate,1st,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Slightly agree,Strongly disagree,Strongly disagree,Disagree,Slightly agree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Slightly agree
10720225,Yes,Man,[Decline to Answer],18,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,18,Not applicable--I was born in Canada,Other,Catholic,Mostly right handed,Slightly liberal,1st,Agree,Agree,Neither agree nor disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Agree,Slightly agree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree
71180504,Yes,Woman,[Decline to Answer],18,South Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],9,4,Chinese,[Decline to Answer],18,Other,None,Mostly right handed,Neutral/moderate,1st,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Disagree
48700301,No,Woman,[Decline to Answer],17,African,African-American,English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,American,14,4,Christian,[Decline to Answer],Mostly right handed,Neutral/moderate,1st,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Disagree,Strongly disagree,Strongly disagree,Slightly agree,Slightly agree,Strongly agree,Disagree,Agree,Slightly agree,Strongly agree,Neither agree nor disagree
80780721,Yes,Woman,n.a,19,African,n.a,Other,creole,n.a,13,6,Haitian,11,8,Other,Catholic,Mostly right handed,Moderately liberal,2nd,Slightly disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree
23951013,Yes,Man,[Decline to Answer],19,South Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],[Decline to Answer],Sikh,[Decline to Answer],Mostly right handed,Neutral/moderate,3rd,Slightly disagree,Slightly disagree,Slightly disagree,Disagree,Disagree,Slightly disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
73181106,Yes,Woman,[Decline to Answer],18,South East Asian,[Decline to Answer],Cantonese,[Decline to Answer],[Decline to Answer],10,6,China,1,18,Other,None,Mostly right handed,Neutral/moderate,1st,Neither agree nor disagree,Disagree,Slightly agree,Slightly disagree,Slightly agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Agree,Agree,Agree,Agree,Agree,Slightly agree,Agree,Agree
71051130,I don't know,Man,[Decline to Answer],20,Middle Eastern,[Decline to Answer],Other,Arabic,[Decline to Answer],10,7. Completely fluent,[Decline to Answer],[Decline to Answer],9,[Decline to Answer],[Decline to Answer],Mostly right handed,[Decline to Answer],1st,Disagree,Disagree,Neither agree nor disagree,Disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Slightly disagree,Disagree,Disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
29851226,Yes,Woman,[Decline to Answer],19,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],9,4,Chinese,2,17,Nonreligious,[Decline to Answer],Mostly right handed,Neutral/moderate,1st,Neither agree nor disagree,Slightly agree,Agree,Slightly agree,Agree,Strongly agree,Agree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Agree,Slightly agree,Neither agree nor disagree,Disagree,Slightly agree,Agree
55551114,I don't know,Woman,[Decline to Answer],20,South East Asian,[Decline to Answer],French,[Decline to Answer],[Decline to Answer],10,7. Completely fluent,Lao,3,17,Atheist,[Decline to Answer],Mostly right handed,[Decline to Answer],4th,Disagree,Slightly disagree,Slightly agree,Disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Agree,Disagree,Agree,Slightly agree,Slightly agree,Strongly disagree,Disagree,Slightly disagree,Slightly agree,Slightly disagree,Agree,Slightly disagree,Slightly agree,Strongly disagree
43480329,I don't know,Woman,[Decline to Answer],18,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],6,4,Chinese,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Mostly right handed,[Decline to Answer],1st,Slightly disagree,Slightly disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Agree,Slightly agree,Agree,Slightly agree,Neither agree nor disagree,Slightly agree
23801001,Yes,Woman,[Decline to Answer],18,Hispanic,[Decline to Answer],Both English and another language,[Decline to Answer],Spanish,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Nonreligious,[Decline to Answer],Mostly left handed,Slightly liberal,2nd,Disagree,Disagree,Disagree,Neither agree nor disagree,Slightly agree,Slightly agree,[Decline to Answer],Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Slightly agree,Neither agree nor disagree,Slightly disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree
10690907,Yes,Woman,[Decline to Answer],20,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,[Decline to Answer],[Decline to Answer],[Decline to Answer],Agnostic,[Decline to Answer],Mostly right handed,[Decline to Answer],3rd,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Agree,Slightly agree,Agree,Slightly agree
69690426,Yes,Man,[Decline to Answer],18,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],9,4,China,1,18,[Decline to Answer],[Decline to Answer],Mostly right handed,[Decline to Answer],1st,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Agree,Agree,Slightly disagree,Slightly agree,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
82750123,Yes,Man,[Decline to Answer],18,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Agnostic,[Decline to Answer],Mostly right handed,Slightly liberal,1st,Slightly disagree,Neither agree nor disagree,Slightly agree,Agree,Slightly agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly disagree,Disagree,Slightly disagree,Slightly disagree,Slightly agree,Neither agree nor disagree,Agree,Slightly agree,Slightly agree,Agree
99360606,Yes,Man,[Decline to Answer],23,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],4,6,Taiwan,4,19,Nonreligious,[Decline to Answer],Mostly right handed,Neutral/moderate,3rd,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
17630212,Yes,Woman,"not choose ""other'",19,East Asian,"not choose ""other'",Both English and another language,"not choose ""other'",Mandarin,8years,4,China,4,16,Nonreligious,"not choose ""other'",Mostly right handed,Moderately liberal,1st,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Agree,Slightly agree,Neither agree nor disagree,Agree,Agree,Agree,Slightly disagree,Disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Agree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree
49041031,Yes,Woman,[Decline to Answer],22,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,Moderately liberal,Other,Slightly agree,Slightly agree,Agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Agree,Strongly agree
66910819,Yes,Woman,[Decline to Answer],22,European,[Decline to Answer],Spanish,[Decline to Answer],[Decline to Answer],17,7. Completely fluent,Canadian,20+,Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly left handed,Moderately liberal,3rd,Strongly disagree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,Disagree,Disagree,Slightly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Slightly disagree,Slightly agree
74130412,I don't know,Woman,[Decline to Answer],18,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Nonreligious,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Disagree,Disagree,Disagree,Disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Neither agree nor disagree,Disagree,Slightly agree,Slightly agree,Slightly agree,Agree
16800406,I don't know,Man,[Decline to Answer],18,European,[Decline to Answer],Both English and another language,[Decline to Answer],Russian,[Decline to Answer],7. Completely fluent,Russian,15,3,Atheist,[Decline to Answer],Mostly right handed,Strongly liberal,1st,Strongly disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Agree,Neither agree nor disagree,Agree,Slightly agree,Agree,Agree
22330112,Yes,Woman,[Decline to Answer],21,South East Asian,[Decline to Answer],Other,Tagalog,[Decline to Answer],16,7. Completely fluent,Canadian,13,8,Christian,[Decline to Answer],Mostly right handed,Moderately liberal,2nd,Disagree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Slightly agree,Agree,Agree
